1,2015-01-07 00:00:01,0,0,ALCSP,0.123,FJ10D
2,2015-01-07 00:00:02,0,0,ALCSP,0.718,FJ10D
3,2015-01-07 00:00:03,0,0,ALCSP,0.580,FJ10D
4,2015-01-07 00:00:04,0,0,ARUDSP,0.631,FJ10D
5,2015-01-07 00:00:05,0,0,ARUDSP,0.335,FJ10D
6,2015-01-07 00:00:06,0,0,ARUDSP,0.842,FJ10D
7,2015-01-07 00:00:07,0,0,v_ialoesp,0.569,FJ10D
8,2015-01-07 00:00:08,0,0,v_ialoesp,0.675,FJ10D
9,2015-01-07 00:00:09,0,0,v_ialoesp,0.251,FJ10D
10,2015-01-07 00:00:10,0,0,v_ialiesp,0.695,FJ10D
11,2015-01-07 00:00:11,0,0,v_ialiesp,0.203,FJ10D
12,2015-01-07 00:00:12,0,0,v_ialiesp,0.358,FJ10D
13,2015-01-07 00:00:13,0,0,v_iaroesp,0.191,FJ10D
14,2015-01-07 00:00:14,0,0,v_iaroesp,0.053,FJ10D
15,2015-01-07 00:00:15,0,0,v_iaroesp,0.517,FJ10D
16,2015-01-07 00:00:16,0,0,v_iariesp,0.876,FJ10D
17,2015-01-07 00:00:17,0,0,v_iariesp,0.654,FJ10D
18,2015-01-07 00:00:18,0,0,v_iariesp,0.488,FJ10D
19,2015-01-07 00:00:19,0,0,ALTIPOS,0.181,FJ10D
20,2015-01-07 00:00:20,0,0,ALTIPOS,0.125,FJ10D
21,2015-01-07 00:00:21,0,0,ALTIPOS,0.908,FJ10D
22,2015-01-07 00:00:22,0,0,ARTIPOS,0.077,FJ10D
23,2015-01-07 00:00:23,0,0,ARTIPOS,0.005,FJ10D
24,2015-01-07 00:00:24,0,0,ARTIPOS,0.829,FJ10D
25,2015-01-07 00:00:25,0,0,ACCEL-UP,0.082,FJ10D
26,2015-01-07 00:00:26,0,0,ACCEL-UP,0.391,FJ10D
27,2015-01-07 00:00:27,0,0,ACCEL-UP,0.247,FJ10D
28,2015-01-07 00:00:28,0,0,ACCEL-WES,0.792,FJ10D
29,2015-01-07 00:00:29,0,0,ACCEL-WES,0.926,FJ10D
30,2015-01-07 00:00:30,0,0,ACCEL-WES,0.113,FJ10D
31,2015-01-07 00:00:31,0,0,ACCEL_NOR,0.601,FJ10D
32,2015-01-07 00:00:32,0,0,ACCEL_NOR,0.974,FJ10D
33,2015-01-07 00:00:33,0,0,ACCEL_NOR,0.129,FJ10D
34,2015-01-07 00:00:34,0,0,AC_A_115V,0.975,FJ10D
35,2015-01-07 00:00:35,0,0,AC_A_115V,0.270,FJ10D
36,2015-01-07 00:00:36,0,0,AC_A_115V,0.848,FJ10D
37,2015-01-07 00:00:37,0,0,AC_B_115V,0.655,FJ10D
38,2015-01-07 00:00:38,0,0,AC_B_115V,0.108,FJ10D
39,2015-01-07 00:00:39,0,0,AC_B_115V,0.286,FJ10D
40,2015-01-07 00:00:40,0,0,AC_C_115V,0.745,FJ10D
41,2015-01-07 00:00:41,0,0,AC_C_115V,0.846,FJ10D
42,2015-01-07 00:00:42,0,0,AC_C_115V,0.279,FJ10D
43,2015-01-07 00:00:43,0,0,AC_D_115V,0.371,FJ10D
44,2015-01-07 00:00:44,0,0,AC_D_115V,0.723,FJ10D
45,2015-01-07 00:00:45,0,0,AC_D_115V,0.137,FJ10D
46,2015-01-07 00:00:46,0,0,ARCSP,0.970,FJ10D
47,2015-01-07 00:00:47,0,0,ARCSP,0.947,FJ10D
48,2015-01-07 00:00:48,0,0,ARCSP,0.826,FJ10D
49,2015-01-07 00:00:49,0,0,AZI-DEV,0.114,FJ10D
50,2015-01-07 00:00:50,0,0,AZI-DEV,0.720,FJ10D
51,2015-01-07 00:00:51,0,0,AZI-DEV,0.575,FJ10D
